ID	Name	Handedness	Height	Weight	Batting Average	Home Runs	Body Mass Index	NZ	Sqrt-HR	BMI-Type	R Handed	L Handed	B Handed	737	316	104	HR Norm	1/Weight
439	Enos Cabell	R	76	170	0.28	60	20.69078947	1	7.745966692	"(16,23]"	1	0	0	60	0	0	81.41112619	0.737
440	Roy Branch	R	72	175	0	0	23.73167438	0	0	"(23,25]"	1	0	0	0	0	0	0	0.737
441	Billy North	B	71	185	0.26	20	25.79944455	1	4.472135955	"(25,32]"	0	0	1	0	0	20	192.3076923	0.104
442	Juan Beniquez	R	71	150	0.27	79	20.91846856	1	8.888194417	"(16,23]"	1	0	0	79	0	0	107.1913161	0.737
443	Frank Fernandez	R	72	185	0.2	39	25.08777006	1	6.244997998	"(25,32]"	1	0	0	39	0	0	52.91723202	0.737
444	Bombo Rivera	R	70	187	0.27	10	26.82877551	1	3.16227766	"(25,32]"	1	0	0	10	0	0	13.56852103	0.737
445	Steve Brye	R	72	190	0.26	30	25.7658179	1	5.477225575	"(25,32]"	1	0	0	30	0	0	40.70556309	0.737
446	Ron Jackson	R	72	200	0.26	56	27.12191358	1	7.483314774	"(25,32]"	1	0	0	56	0	0	75.98371777	0.737
447	Roger Metzger	B	72	165	0.23	5	22.3755787	1	2.236067977	"(16,23]"	0	0	1	0	0	5	48.07692308	0.104
448	Rufino Linares	R	72	170	0.27	11	23.05362654	1	3.31662479	"(23,25]"	1	0	0	11	0	0	14.92537313	0.737
449	Ray Webster	L	72	185	0.24	17	25.08777006	1	4.123105626	"(25,32]"	0	1	0	0	17	0	53.79746835	0.316
450	Bob Kearney	R	72	190	0.23	27	25.7658179	1	5.196152423	"(25,32]"	1	0	0	27	0	0	36.63500678	0.737
451	Fergie Jenkins	R	77	205	0.17	13	24.3067971	1	3.605551275	"(23,25]"	1	0	0	13	0	0	17.63907734	0.737
452	Dick Dietz	R	73	195	0.26	66	25.72433853	1	8.124038405	"(25,32]"	1	0	0	66	0	0	89.55223881	0.737
453	Ted Cox	R	75	195	0.25	10	24.37066667	1	3.16227766	"(23,25]"	1	0	0	10	0	0	13.56852103	0.737
454	Bobby Mitchell	L	70	170	0.24	3	24.38979592	1	1.732050808	"(23,25]"	0	1	0	0	3	0	9.493670886	0.316
455	Bobby Mitchell	R	75	185	0.24	21	23.12088889	1	4.582575695	"(23,25]"	1	0	0	21	0	0	28.49389417	0.737
456	Barry Evans	R	73	180	0.25	2	23.74554325	1	1.414213562	"(23,25]"	1	0	0	2	0	0	2.713704206	0.737
457	Mickey Brantley	R	70	180	0.26	32	25.8244898	1	5.656854249	"(25,32]"	1	0	0	32	0	0	43.4192673	0.737
458	Al Gallagher	R	72	180	0.26	11	24.40972222	1	3.31662479	"(23,25]"	1	0	0	11	0	0	14.92537313	0.737
459	Rob Woodward	R	75	185	0	0	23.12088889	0	0	"(23,25]"	1	0	0	0	0	0	0	0.737
460	Hector Cruz	R	71	170	0.23	39	23.7075977	1	6.244997998	"(23,25]"	1	0	0	39	0	0	52.91723202	0.737
461	Fred Norman	B	68	155	0.13	0	23.56509516	1	0	"(23,25]"	0	0	1	0	0	0	0	0.104
462	Woody Woodward	R	74	180	0.24	1	23.10810811	1	1	"(23,25]"	1	0	0	1	0	0	1.356852103	0.737
463	Ted Martinez	R	72	165	0.24	7	22.3755787	1	2.645751311	"(16,23]"	1	0	0	7	0	0	9.497964722	0.737
464	Jim Anderson	R	72	170	0.22	13	23.05362654	1	3.605551275	"(23,25]"	1	0	0	13	0	0	17.63907734	0.737
465	Lenn Sakata	R	69	160	0.23	25	23.6252888	1	5	"(23,25]"	1	0	0	25	0	0	33.92130258	0.737
466	Dave Duncan	R	74	190	0.21	109	24.39189189	1	10.44030651	"(23,25]"	1	0	0	109	0	0	147.8968792	0.737
467	Randy Jones	R	72	178	0.13	0	24.13850309	1	0	"(23,25]"	1	0	0	0	0	0	0	0.737
468	Dick Billings	R	73	195	0.23	16	25.72433853	1	4	"(25,32]"	1	0	0	16	0	0	21.70963365	0.737
469	Bob Veselic	R	72	175	0	0	23.73167438	0	0	"(23,25]"	1	0	0	0	0	0	0	0.737
470	Bruce Bochte	L	75	195	0.28	100	24.37066667	1	10	"(23,25]"	0	1	0	0	100	0	316.4556962	0.316
471	Bernie Carbo	L	71	173	0.26	96	24.12596707	1	9.797958971	"(23,25]"	0	1	0	0	96	0	303.7974684	0.316
472	Vic Davalillo	L	67	150	0.28	36	23.49075518	1	6	"(23,25]"	0	1	0	0	36	0	113.9240506	0.316
473	Burt Hooton	R	73	210	0.12	4	27.7031338	1	2	"(25,32]"	1	0	0	4	0	0	5.427408412	0.737
474	Chuck Hockenbery	B	73	195	0	0	25.72433853	0	0	"(25,32]"	0	0	1	0	0	0	0	0.104
475	Bob Ferris	R	78	225	0	0	25.99852071	0	0	"(25,32]"	1	0	0	0	0	0	0	0.737
476	Fernando Gonzalez	R	70	165	0.24	17	23.67244898	1	4.123105626	"(23,25]"	1	0	0	17	0	0	23.06648575	0.737
477	Jim Sundberg	R	72	190	0.25	95	25.7658179	1	9.746794345	"(25,32]"	1	0	0	95	0	0	128.9009498	0.737
478	Andy Kosco	R	75	205	0.24	73	25.62044444	1	8.544003745	"(25,32]"	1	0	0	73	0	0	99.05020353	0.737
479	Steve Huntz	B	73	204	0.21	16	26.91161569	1	4	"(25,32]"	0	0	1	0	0	16	153.8461538	0.104
480	Gary Wheelock	R	75	205	0	0	25.62044444	0	0	"(25,32]"	1	0	0	0	0	0	0	0.737
481	Lenny Faedo	R	72	170	0.25	5	23.05362654	1	2.236067977	"(23,25]"	1	0	0	5	0	0	6.784260516	0.737
482	John Lowenstein	L	72	175	0.25	116	23.73167438	1	10.77032961	"(23,25]"	0	1	0	0	116	0	367.0886076	0.316
483	Don Kessinger	B	73	170	0.25	14	22.42634641	1	3.741657387	"(16,23]"	0	0	1	0	0	14	134.6153846	0.104
484	Joe Hague	L	72	195	0.24	40	26.44386574	1	6.32455532	"(25,32]"	0	1	0	0	40	0	126.5822785	0.316
485	Bake McBride	L	74	190	0.3	63	24.39189189	1	7.937253933	"(23,25]"	0	1	0	0	63	0	199.3670886	0.316
486	Dick Davis	R	75	190	0.27	27	23.74577778	1	5.196152423	"(23,25]"	1	0	0	27	0	0	36.63500678	0.737
487	Richie Scheinblum	B	73	180	0.26	13	23.74554325	1	3.605551275	"(23,25]"	0	0	1	0	0	13	125	0.104
488	Ed Herrmann	L	73	195	0.24	80	25.72433853	1	8.94427191	"(25,32]"	0	1	0	0	80	0	253.164557	0.316
489	Mike Rochford	L	76	205	0	0	24.95065789	0	0	"(23,25]"	0	1	0	0	0	0	0	0.316
490	Jeff Schneider	B	75	195	0	0	24.37066667	0	0	"(23,25]"	0	0	1	0	0	0	0	0.104
491	Bob Molinaro	L	72	190	0.26	14	25.7658179	1	3.741657387	"(25,32]"	0	1	0	0	14	0	44.30379747	0.316
492	Mike Hegan	L	73	188	0.24	53	24.80090073	1	7.280109889	"(23,25]"	0	1	0	0	53	0	167.721519	0.316
493	Mike Diaz	R	74	195	0.25	31	25.03378378	1	5.567764363	"(25,32]"	1	0	0	31	0	0	42.0624152	0.737
494	Tim Foli	R	72	179	0.25	25	24.27411265	1	5	"(23,25]"	1	0	0	25	0	0	33.92130258	0.737
495	Alan Knicely	R	72	190	0.21	12	25.7658179	1	3.464101615	"(25,32]"	1	0	0	12	0	0	16.28222524	0.737
496	Tim Laudner	R	75	212	0.23	77	26.49528889	1	8.774964387	"(25,32]"	1	0	0	77	0	0	104.4776119	0.737
497	Jose Morales	R	71	187	0.29	26	26.07835747	1	5.099019514	"(25,32]"	1	0	0	26	0	0	35.27815468	0.737
498	Luis Encarnacion	R	70	178	0	0	25.53755102	0	0	"(25,32]"	1	0	0	0	0	0	0	0.737
499	Rick Kreuger	R	74	185	0	0	23.75	0	0	"(23,25]"	1	0	0	0	0	0	0	0.737
500	Juan Marichal	R	72	185	0.17	4	25.08777006	1	2	"(25,32]"	1	0	0	4	0	0	5.427408412	0.737
501	Vida Blue	B	72	189	0.1	4	25.63020833	1	2	"(25,32]"	0	0	1	0	0	4	38.46153846	0.104
502	Angel Moreno	L	69	165	0	0	24.36357908	0	0	"(23,25]"	0	1	0	0	0	0	0	0.316
503	Roger Weaver	R	75	190	0	0	23.74577778	0	0	"(23,25]"	1	0	0	0	0	0	0	0.737
504	Stan Papi	R	72	170	0.22	7	23.05362654	1	2.645751311	"(23,25]"	1	0	0	7	0	0	9.497964722	0.737
505	Rob Wilfong	L	73	180	0.25	39	23.74554325	1	6.244997998	"(23,25]"	0	1	0	0	39	0	123.4177215	0.316
506	Chris Knapp	R	77	195	0	0	23.12109968	0	0	"(23,25]"	1	0	0	0	0	0	0	0.737
507	Steve Henderson	R	74	190	0.28	68	24.39189189	1	8.246211251	"(23,25]"	1	0	0	68	0	0	92.26594301	0.737
508	Rob Picciolo	R	74	185	0.23	17	23.75	1	4.123105626	"(23,25]"	1	0	0	17	0	0	23.06648575	0.737
509	Don Welchel	R	76	205	0	0	24.95065789	0	0	"(23,25]"	1	0	0	0	0	0	0	0.737
510	Randy Wiles	L	73	185	0	0	24.40514168	0	0	"(23,25]"	0	1	0	0	0	0	0	0.316
511	Roberto Pena	R	68	170	0.25	13	25.84558824	1	3.605551275	"(25,32]"	1	0	0	13	0	0	17.63907734	0.737
512	Bob Dernier	R	72	160	0.26	23	21.69753086	1	4.795831523	"(16,23]"	1	0	0	23	0	0	31.20759837	0.737
513	Bill Melton	R	74	200	0.25	160	25.67567568	1	12.64911064	"(25,32]"	1	0	0	160	0	0	217.0963365	0.737
514	Albert Hall	B	71	155	0.25	5	21.61575084	1	2.236067977	"(16,23]"	0	0	1	0	0	5	48.07692308	0.104
515	Barbaro Garbey	R	70	170	0.27	11	24.38979592	1	3.31662479	"(23,25]"	1	0	0	11	0	0	14.92537313	0.737
516	John Milner	L	72	185	0.25	131	25.08777006	1	11.44552314	"(25,32]"	0	1	0	0	131	0	414.556962	0.316
517	Rich Reese	L	75	185	0.25	52	23.12088889	1	7.211102551	"(23,25]"	0	1	0	0	52	0	164.556962	0.316
518	Chris Bando	B	72	195	0.23	27	26.44386574	1	5.196152423	"(25,32]"	0	0	1	0	0	27	259.6153846	0.104
519	Bill Buckner	L	72	185	0.29	174	25.08777006	1	13.19090596	"(25,32]"	0	1	0	0	174	0	550.6329114	0.316
520	Jack Hiatt	R	74	190	0.25	22	24.39189189	1	4.69041576	"(23,25]"	1	0	0	22	0	0	29.85074627	0.737
521	Nelson Mathews	R	76	195	0.22	22	23.73355263	1	4.69041576	"(23,25]"	1	0	0	22	0	0	29.85074627	0.737
522	Larry Lintz	B	69	150	0.23	0	22.14870825	1	0	"(16,23]"	0	0	1	0	0	0	0	0.104
523	Ron Theobald	R	68	165	0.25	2	25.08542388	1	1.414213562	"(25,32]"	1	0	0	2	0	0	2.713704206	0.737
524	Dewey Robinson	R	72	180	0	0	24.40972222	0	0	"(23,25]"	1	0	0	0	0	0	0	0.737
525	Rafael Santana	R	73	165	0.25	13	21.76674798	1	3.605551275	"(16,23]"	1	0	0	13	0	0	17.63907734	0.737
526	Jerry Hairston	B	70	170	0.26	30	24.38979592	1	5.477225575	"(23,25]"	0	0	1	0	0	30	288.4615385	0.104
527	Tony Arnold	R	71	170	0	0	23.7075977	0	0	"(23,25]"	1	0	0	0	0	0	0	0.737
528	Jeff Schattinger	L	77	200	0	0	23.71394839	0	0	"(23,25]"	0	1	0	0	0	0	0	0.316
529	Ike Brookens	R	77	170	0	0	20.15685613	0	0	"(16,23]"	1	0	0	0	0	0	0	0.737
530	Tommie Aaron	R	75	190	0.23	13	23.74577778	1	3.605551275	"(23,25]"	1	0	0	13	0	0	17.63907734	0.737
531	Steve Dillard	R	73	180	0.24	13	23.74554325	1	3.605551275	"(23,25]"	1	0	0	13	0	0	17.63907734	0.737
532	Win Remmerswaal	R	74	160	0	0	20.54054054	0	0	"(16,23]"	1	0	0	0	0	0	0	0.737
533	Jeff Peterek	R	74	195	0	0	25.03378378	0	0	"(25,32]"	1	0	0	0	0	0	0	0.737
534	George Scott	R	74	200	0.27	271	25.67567568	1	16.46207763	"(25,32]"	1	0	0	271	0	0	367.7069199	0.737
535	Jeff Shaver	R	75	195	0	0	24.37066667	0	0	"(23,25]"	1	0	0	0	0	0	0	0.737
536	Ken Walters	R	73	180	0.23	11	23.74554325	1	3.31662479	"(23,25]"	1	0	0	11	0	0	14.92537313	0.737
537	Gorman Thomas	R	74	210	0.23	268	26.95945946	1	16.37070554	"(25,32]"	1	0	0	268	0	0	363.6363636	0.737
538	Paul Dade	R	73	185	0.27	10	24.40514168	1	3.16227766	"(23,25]"	1	0	0	10	0	0	13.56852103	0.737
539	Darrell Porter	L	72	193	0.25	188	26.1726466	1	13.7113092	"(25,32]"	0	1	0	0	188	0	594.9367089	0.316
540	Tim Johnson	L	73	170	0.22	0	22.42634641	1	0	"(16,23]"	0	1	0	0	0	0	0	0.316
541	Fred Stanley	R	70	165	0.22	10	23.67244898	1	3.16227766	"(23,25]"	1	0	0	10	0	0	13.56852103	0.737
542	Larry Bowa	B	70	155	0.26	15	22.2377551	1	3.872983346	"(16,23]"	0	0	1	0	0	15	144.2307692	0.104
543	Tim Corcoran	L	71	175	0.27	12	24.40487998	1	3.464101615	"(23,25]"	0	1	0	0	12	0	37.97468354	0.316
544	Jim Spencer	L	74	195	0.25	146	25.03378378	1	12.08304597	"(25,32]"	0	1	0	0	146	0	462.0253165	0.316
545	Pete LaCock	L	74	200	0.26	27	25.67567568	1	5.196152423	"(25,32]"	0	1	0	0	27	0	85.44303797	0.316
546	Carl Morton	R	72	200	0.16	7	27.12191358	1	2.645751311	"(25,32]"	1	0	0	7	0	0	9.497964722	0.737
547	Gary Gray	R	72	187	0.24	24	25.3589892	1	4.898979486	"(25,32]"	1	0	0	24	0	0	32.56445047	0.737
548	Matty Alou	L	69	160	0.31	31	23.6252888	1	5.567764363	"(23,25]"	0	1	0	0	31	0	98.10126582	0.316
549	Pete Filson	B	74	195	0	0	25.03378378	0	0	"(25,32]"	0	0	1	0	0	0	0	0.104
550	Jim Dwyer	L	70	165	0.26	77	23.67244898	1	8.774964387	"(23,25]"	0	1	0	0	77	0	243.6708861	0.316
551	Dalton Jones	L	73	180	0.24	41	23.74554325	1	6.403124237	"(23,25]"	0	1	0	0	41	0	129.7468354	0.316
552	Rennie Stennett	R	71	160	0.27	41	22.31303313	1	6.403124237	"(16,23]"	1	0	0	41	0	0	55.63093623	0.737
553	Jim Gideon	R	75	190	0	0	23.74577778	0	0	"(23,25]"	1	0	0	0	0	0	0	0.737
554	Jerry May	R	74	190	0.23	15	24.39189189	1	3.872983346	"(23,25]"	1	0	0	15	0	0	20.35278155	0.737
555	Rich McKinney	R	71	185	0.23	20	25.79944455	1	4.472135955	"(25,32]"	1	0	0	20	0	0	27.13704206	0.737
556	Clint Hurdle	L	75	195	0.26	32	24.37066667	1	5.656854249	"(23,25]"	0	1	0	0	32	0	101.2658228	0.316
557	Mike Andrews	R	75	195	0.26	66	24.37066667	1	8.124038405	"(23,25]"	1	0	0	66	0	0	89.55223881	0.737
558	Bobby Clark	R	72	190	0.24	19	25.7658179	1	4.358898944	"(25,32]"	1	0	0	19	0	0	25.78018996	0.737
559	Jeff Twitty	L	74	185	0	0	23.75	0	0	"(23,25]"	0	1	0	0	0	0	0	0.316
560	Cliff Johnson	R	76	215	0.26	196	26.16776316	1	14	"(25,32]"	1	0	0	196	0	0	265.9430122	0.737
561	Steve Cummings	B	74	200	0	0	25.67567568	0	0	"(25,32]"	0	0	1	0	0	0	0	0.104
562	Donn Clendenon	R	76	209	0.27	159	25.4375	1	12.60952021	"(25,32]"	1	0	0	159	0	0	215.7394844	0.737
563	Charlie James	R	73	195	0.26	29	25.72433853	1	5.385164807	"(25,32]"	1	0	0	29	0	0	39.34871099	0.737
564	Bob Horner	R	73	195	0.28	218	25.72433853	1	14.76482306	"(25,32]"	1	0	0	218	0	0	295.7937585	0.737
565	Tom Veryzer	R	73	175	0.24	14	23.08594483	1	3.741657387	"(23,25]"	1	0	0	14	0	0	18.99592944	0.737
566	Jose Cecena	R	71	180	0	0	25.10216227	0	0	"(25,32]"	1	0	0	0	0	0	0	0.737
567	George Smith	R	70	170	0.21	9	24.38979592	1	3	"(23,25]"	1	0	0	9	0	0	12.21166893	0.737
568	Jim Essian	R	74	195	0.24	33	25.03378378	1	5.744562647	"(25,32]"	1	0	0	33	0	0	44.7761194	0.737
569	Onix Concepcion	R	66	160	0.24	3	25.82185491	1	1.732050808	"(25,32]"	1	0	0	3	0	0	4.070556309	0.737
570	Boots Day	L	69	160	0.26	8	23.6252888	1	2.828427125	"(23,25]"	0	1	0	0	8	0	25.3164557	0.316
571	Brian Giles	R	73	165	0.23	10	21.76674798	1	3.16227766	"(16,23]"	1	0	0	10	0	0	13.56852103	0.737
572	Garry Maddox	R	75	175	0.29	117	21.87111111	1	10.81665383	"(16,23]"	1	0	0	117	0	0	158.7516961	0.737
573	Alex Trevino	R	70	165	0.25	23	23.67244898	1	4.795831523	"(23,25]"	1	0	0	23	0	0	31.20759837	0.737
574	Jim Price	R	72	192	0.21	18	26.03703704	1	4.242640687	"(25,32]"	1	0	0	18	0	0	24.42333786	0.737
575	Felix Millan	R	71	172	0.28	22	23.98651061	1	4.69041576	"(23,25]"	1	0	0	22	0	0	29.85074627	0.737
576	Steve Garvey	R	70	192	0.29	272	27.54612245	1	16.4924225	"(25,32]"	1	0	0	272	0	0	369.063772	0.737
577	Don Mincher	L	75	205	0.25	200	25.62044444	1	14.14213562	"(25,32]"	0	1	0	0	200	0	632.9113924	0.316
578	Greg Erardi	R	73	190	0	0	25.0647401	0	0	"(25,32]"	1	0	0	0	0	0	0	0.737
579	Jim Farr	R	73	195	0	0	25.72433853	0	0	"(25,32]"	1	0	0	0	0	0	0	0.737
580	Tony Cloninger	R	72	210	0.19	11	28.47800926	1	3.31662479	"(25,32]"	1	0	0	11	0	0	14.92537313	0.737
581	Jim Gosger	L	71	185	0.23	30	25.79944455	1	5.477225575	"(25,32]"	0	1	0	0	30	0	94.93670886	0.316
582	Chuck Harrison	R	70	185	0.24	17	26.54183673	1	4.123105626	"(25,32]"	1	0	0	17	0	0	23.06648575	0.737
583	Mike Ivie	R	75	205	0.27	81	25.62044444	1	9	"(25,32]"	1	0	0	81	0	0	109.9050204	0.737
584	Frank Dimichele	R	75	205	0	0	25.62044444	0	0	"(25,32]"	1	0	0	0	0	0	0	0.737
585	Bob Veale	B	78	212	0.11	0	24.49638396	1	0	"(23,25]"	0	0	1	0	0	0	0	0.104
586	Marvell Wynne	L	71	175	0.25	40	24.40487998	1	6.32455532	"(23,25]"	0	1	0	0	40	0	126.5822785	0.316
587	Dusty Baker	R	74	183	0.28	242	23.49324324	1	15.55634919	"(23,25]"	1	0	0	242	0	0	328.358209	0.737
588	Tucker Ashford	R	73	195	0.22	6	25.72433853	1	2.449489743	"(25,32]"	1	0	0	6	0	0	8.141112619	0.737
589	Ned Yost	R	73	190	0.21	16	25.0647401	1	4	"(25,32]"	1	0	0	16	0	0	21.70963365	0.737
590	Bob Stinson	B	71	180	0.25	33	25.10216227	1	5.744562647	"(25,32]"	0	0	1	0	0	33	317.3076923	0.104
591	Mike Warren	R	73	175	0	0	23.08594483	0	0	"(23,25]"	1	0	0	0	0	0	0	0.737
592	Gaylord Perry	R	76	205	0.13	6	24.95065789	1	2.449489743	"(23,25]"	1	0	0	6	0	0	8.141112619	0.737
593	Dave Marshall	L	73	182	0.25	16	24.00938262	1	4	"(23,25]"	0	1	0	0	16	0	50.63291139	0.316
594	Mickey Hatcher	R	74	200	0.28	38	25.67567568	1	6.164414003	"(25,32]"	1	0	0	38	0	0	51.56037992	0.737
595	Roger Repoz	L	75	190	0.22	82	23.74577778	1	9.055385138	"(23,25]"	0	1	0	0	82	0	259.4936709	0.316
596	Bill Fulton	R	75	195	0	0	24.37066667	0	0	"(23,25]"	1	0	0	0	0	0	0	0.737
597	John Orsino	R	75	215	0.25	40	26.87022222	1	6.32455532	"(25,32]"	1	0	0	40	0	0	54.27408412	0.737
598	Larry Anderson	R	75	190	0	0	23.74577778	0	0	"(23,25]"	1	0	0	0	0	0	0	0.737
599	Johnny Briggs	L	73	190	0.25	139	25.0647401	1	11.78982612	"(25,32]"	0	1	0	0	139	0	439.8734177	0.316
600	Craig Mitchell	R	75	180	0	0	22.496	0	0	"(16,23]"	1	0	0	0	0	0	0	0.737
601	Dave Hostetler	R	76	215	0.23	37	26.16776316	1	6.08276253	"(25,32]"	1	0	0	37	0	0	50.20352782	0.737
602	Bob Jones	L	74	195	0.22	20	25.03378378	1	4.472135955	"(25,32]"	0	1	0	0	20	0	63.29113924	0.316
603	Keith Hernandez	L	72	180	0.3	162	24.40972222	1	12.72792206	"(23,25]"	0	1	0	0	162	0	512.6582278	0.316
604	Alfredo Martinez	R	75	185	0	0	23.12088889	0	0	"(23,25]"	1	0	0	0	0	0	0	0.737
605	Dean Chance	R	75	200	0.07	0	24.99555556	1	0	"(23,25]"	1	0	0	0	0	0	0	0.737
606	Willie Upshaw	L	72	185	0.26	123	25.08777006	1	11.09053651	"(25,32]"	0	1	0	0	123	0	389.2405063	0.316
607	Dick Green	R	70	180	0.24	80	25.8244898	1	8.94427191	"(25,32]"	1	0	0	80	0	0	108.5481682	0.737
608	Dane Iorg	L	72	180	0.28	14	24.40972222	1	3.741657387	"(23,25]"	0	1	0	0	14	0	44.30379747	0.316
609	Richie Hebner	L	73	195	0.28	203	25.72433853	1	14.24780685	"(25,32]"	0	1	0	0	203	0	642.4050633	0.316
610	Fran Healy	R	77	220	0.25	20	26.08534323	1	4.472135955	"(25,32]"	1	0	0	20	0	0	27.13704206	0.737
611	Doc Edwards	R	74	215	0.24	15	27.60135135	1	3.872983346	"(25,32]"	1	0	0	15	0	0	20.35278155	0.737
612	Sandy Alomar	B	69	140	0.25	13	20.6721277	1	3.605551275	"(16,23]"	0	0	1	0	0	13	125	0.104
613	Joe Strain	R	70	169	0.25	1	24.24632653	1	1	"(23,25]"	1	0	0	1	0	0	1.356852103	0.737
614	Gene Richards	L	72	175	0.29	26	23.73167438	1	5.099019514	"(23,25]"	0	1	0	0	26	0	82.27848101	0.316
615	Buddy Bell	R	73	180	0.28	201	23.74554325	1	14.17744688	"(23,25]"	1	0	0	201	0	0	272.7272727	0.737
616	Al Woods	L	75	190	0.27	35	23.74577778	1	5.916079783	"(23,25]"	0	1	0	0	35	0	110.7594937	0.316
617	Rudy Law	L	73	165	0.27	18	21.76674798	1	4.242640687	"(16,23]"	0	1	0	0	18	0	56.96202532	0.316
618	Joel Davis	L	77	205	0	0	24.3067971	0	0	"(23,25]"	0	1	0	0	0	0	0	0.316
619	Jody Davis	R	76	192	0.25	127	23.36842105	1	11.26942767	"(23,25]"	1	0	0	127	0	0	172.3202171	0.737
620	Mike Edwards	R	70	154	0.25	2	22.09428571	1	1.414213562	"(16,23]"	1	0	0	2	0	0	2.713704206	0.737
621	Bill Mooneyham	R	72	175	0	0	23.73167438	0	0	"(23,25]"	1	0	0	0	0	0	0	0.737
622	John Hobbs	R	75	190	0	0	23.74577778	0	0	"(23,25]"	1	0	0	0	0	0	0	0.737
623	Deron Johnson	R	74	200	0.24	245	25.67567568	1	15.65247584	"(25,32]"	1	0	0	245	0	0	332.4287653	0.737
624	John Denny	R	75	185	0.17	0	23.12088889	1	0	"(23,25]"	1	0	0	0	0	0	0	0.737
625	Don Wert	R	70	162	0.24	77	23.24204082	1	8.774964387	"(23,25]"	1	0	0	77	0	0	104.4776119	0.737
626	Mike Fiore	L	72	175	0.23	13	23.73167438	1	3.605551275	"(23,25]"	0	1	0	0	13	0	41.13924051	0.316
627	Miguel Dilone	B	72	160	0.27	6	21.69753086	1	2.449489743	"(16,23]"	0	0	1	0	0	6	57.69230769	0.104
628	Greg Luzinski	R	73	220	0.28	307	29.02233064	1	17.52141547	"(25,32]"	1	0	0	307	0	0	416.5535957	0.737
629	Bobby Tolan	L	71	170	0.27	86	23.7075977	1	9.273618495	"(23,25]"	0	1	0	0	86	0	272.1518987	0.316
630	Karl Best	R	76	190	0	0	23.125	0	0	"(23,25]"	1	0	0	0	0	0	0	0.737
631	Steve Barr	L	76	200	0	0	24.34210526	0	0	"(23,25]"	0	1	0	0	0	0	0	0.316
632	Ron Woods	R	70	168	0.23	26	24.10285714	1	5.099019514	"(23,25]"	1	0	0	26	0	0	35.27815468	0.737
633	Tony Horton	R	75	210	0.27	76	26.24533333	1	8.717797887	"(25,32]"	1	0	0	76	0	0	103.1207598	0.737
634	Randy Hundley	R	71	170	0.24	82	23.7075977	1	9.055385138	"(23,25]"	1	0	0	82	0	0	111.2618725	0.737
635	Jose Tartabull	L	71	165	0.26	2	23.01031541	1	1.414213562	"(23,25]"	0	1	0	0	2	0	6.329113924	0.316
636	Ben Oglivie	L	74	160	0.27	235	20.54054054	1	15.32970972	"(16,23]"	0	1	0	0	235	0	743.6708861	0.316
637	Luis Sanchez	R	74	170	0	0	21.82432432	0	0	"(16,23]"	1	0	0	0	0	0	0	0.737
638	Bob Johnson	R	70	175	0.27	44	25.10714286	1	6.633249581	"(25,32]"	1	0	0	44	0	0	59.70149254	0.737
639	Don Buford	B	67	160	0.26	93	25.05680552	1	9.643650761	"(25,32]"	0	0	1	0	0	93	894.2307692	0.104
640	Duane Kuiper	L	72	175	0.27	1	23.73167438	1	1	"(23,25]"	0	1	0	0	1	0	3.164556962	0.316
641	Brant Alyea	R	75	215	0.25	38	26.87022222	1	6.164414003	"(25,32]"	1	0	0	38	0	0	51.56037992	0.737
642	Jerry Narron	L	75	205	0.21	21	25.62044444	1	4.582575695	"(25,32]"	0	1	0	0	21	0	66.4556962	0.316
643	Lou Johnson	R	71	170	0.26	48	23.7075977	1	6.92820323	"(23,25]"	1	0	0	48	0	0	65.12890095	0.737
644	Ken Retzer	L	72	185	0.26	14	25.08777006	1	3.741657387	"(25,32]"	0	1	0	0	14	0	44.30379747	0.316
645	Mike Brown	R	74	195	0.27	23	25.03378378	1	4.795831523	"(25,32]"	1	0	0	23	0	0	31.20759837	0.737
646	Mike Brown	R	74	195	0	0	25.03378378	0	0	"(25,32]"	1	0	0	0	0	0	0	0.737
647	Greg Walker	L	75	205	0.26	113	25.62044444	1	10.63014581	"(25,32]"	0	1	0	0	113	0	357.5949367	0.316
648	Terry Harper	R	76	195	0.25	36	23.73355263	1	6	"(23,25]"	1	0	0	36	0	0	48.84667571	0.737
649	Jerry Royster	R	72	165	0.25	40	22.3755787	1	6.32455532	"(16,23]"	1	0	0	40	0	0	54.27408412	0.737
650	Steve Davis	L	73	195	0	0	25.72433853	0	0	"(25,32]"	0	1	0	0	0	0	0	0.316
651	Jeff Rineer	L	76	205	0	0	24.95065789	0	0	"(23,25]"	0	1	0	0	0	0	0	0.316
652	Barry Bonnell	R	75	190	0.27	56	23.74577778	1	7.483314774	"(23,25]"	1	0	0	56	0	0	75.98371777	0.737
653	Tom Seaver	R	73	195	0.15	12	25.72433853	1	3.464101615	"(25,32]"	1	0	0	12	0	0	16.28222524	0.737
654	Jerry Martin	R	73	195	0.25	85	25.72433853	1	9.219544457	"(25,32]"	1	0	0	85	0	0	115.3324288	0.737
655	Bill Stein	R	70	170	0.27	44	24.38979592	1	6.633249581	"(23,25]"	1	0	0	44	0	0	59.70149254	0.737
656	Joel Youngblood	R	72	180	0.27	80	24.40972222	1	8.94427191	"(23,25]"	1	0	0	80	0	0	108.5481682	0.737
657	Reggie Jackson	L	72	195	0.26	563	26.44386574	1	23.72762104	"(25,32]"	0	1	0	0	563	0	1781.64557	0.316
